Category,Condition,Alias,Relative Link
Blood/lymphatic system,hps,hermansky-pudlak syndrome,/condition/hermansky-pudlak-syndrome
Blood/lymphatic system,hs,hereditary spherocytosis,/condition/hereditary-spherocytosis
Blood/lymphatic system,hughes syndrome,antiphospholipid syndrome,/condition/antiphospholipid-syndrome
Blood/lymphatic system,"hypermanganesemia with dystonia, polycythemia, and cirrhosis",,/condition/hypermanganesemia-with-dystonia-polycythemia-and-cirrhosis
Blood/lymphatic system,hyperprothrombinemia,prothrombin thrombophilia,/condition/prothrombin-thrombophilia
Blood/lymphatic system,hypoceruloplasminemia,aceruloplasminemia,/condition/aceruloplasminemia
Blood/lymphatic system,hypochromic microcytic anemia with iron overload,,/condition/hypochromic-microcytic-anemia-with-iron-overload
Blood/lymphatic system,hypoplastic congenital anemia,diamond-blackfan anemia,/condition/diamond-blackfan-anemia
Blood/lymphatic system,hypoprothrombinemia,prothrombin deficiency,/condition/prothrombin-deficiency
Blood/lymphatic system,idiopathic myelofibrosis,primary myelofibrosis,/condition/primary-myelofibrosis
Blood/lymphatic system,imd2,wiskott-aldrich syndrome,/condition/wiskott-aldrich-syndrome
Blood/lymphatic system,imerslund-gräsbeck syndrome,,/condition/imerslund-grasbeck-syndrome
Blood/lymphatic system,immunodeficiency 2,wiskott-aldrich syndrome,/condition/wiskott-aldrich-syndrome
Blood/lymphatic system,inherited erythroblastopenia,diamond-blackfan anemia,/condition/diamond-blackfan-anemia
Blood/lymphatic system,intestinal lymphagiectasia-lymphedema-mental retardation syndrome,hennekam syndrome,/condition/hennekam-syndrome
Blood/lymphatic system,intracerebral cavernous hemangioma,cerebral cavernous malformation,/condition/cerebral-cavernous-malformation
Blood/lymphatic system,irida,iron-refractory iron deficiency anemia,/condition/iron-refractory-iron-deficiency-anemia
Blood/lymphatic system,"iron-handling disorder, hereditary",iron-refractory iron deficiency anemia,/condition/iron-refractory-iron-deficiency-anemia
Blood/lymphatic system,iron-refractory iron deficiency anemia,,/condition/iron-refractory-iron-deficiency-anemia
Blood/lymphatic system,jacobsen syndrome,,/condition/jacobsen-syndrome
Blood/lymphatic system,juvenile pernicious anemia with proteinuria due to selective intestinal malabsorption of vitamin b12,imerslund-gräsbeck syndrome,/condition/imerslund-grasbeck-syndrome
Blood/lymphatic system,kawasaki disease,,/condition/kawasaki-disease
Blood/lymphatic system,kd,kawasaki disease,/condition/kawasaki-disease
Blood/lymphatic system,kerasin histiocytosis,gaucher disease,/condition/gaucher-disease
Blood/lymphatic system,kerasin lipoidosis,gaucher disease,/condition/gaucher-disease
Blood/lymphatic system,kerasin thesaurismosis,gaucher disease,/condition/gaucher-disease
Blood/lymphatic system,labile factor deficiency,factor v deficiency,/condition/factor-v-deficiency
Blood/lymphatic system,lam,lymphangioleiomyomatosis,/condition/lymphangioleiomyomatosis
Blood/lymphatic system,langerhans cell histiocytosis,,/condition/langerhans-cell-histiocytosis
Blood/lymphatic system,late-onset lymphedema,meige disease,/condition/meige-disease
Blood/lymphatic system,lcat deficiency,complete lcat deficiency,/condition/complete-lcat-deficiency
Blood/lymphatic system,lch,langerhans cell histiocytosis,/condition/langerhans-cell-histiocytosis
Blood/lymphatic system,lecithin acyltransferase deficiency,complete lcat deficiency,/condition/complete-lcat-deficiency
Blood/lymphatic system,lecithin:cholesterol acyltransferase deficiency,complete lcat deficiency,/condition/complete-lcat-deficiency
Blood/lymphatic system,"leukemia, acute promyelocytic",acute promyelocytic leukemia,/condition/acute-promyelocytic-leukemia
Blood/lymphatic system,lipoid histiocytosis (kerasin type),gaucher disease,/condition/gaucher-disease
Blood/lymphatic system,"lipoprotein deficiency disease, hdl, familial",tangier disease,/condition/tangier-disease
Blood/lymphatic system,lmph2,meige disease,/condition/meige-disease
Blood/lymphatic system,louis-bar syndrome,ataxia-telangiectasia,/condition/ataxia-telangiectasia
Blood/lymphatic system,lymphangioleiomyomatosis,,/condition/lymphangioleiomyomatosis
Blood/lymphatic system,lymphangiomyomatosis,lymphangioleiomyomatosis,/condition/lymphangioleiomyomatosis
Blood/lymphatic system,lymphedema-distichiasis syndrome,,/condition/lymphedema-distichiasis-syndrome
Blood/lymphatic system,lymphedema-lymphangiectasia-intellectual disability syndrome,hennekam syndrome,/condition/hennekam-syndrome
Blood/lymphatic system,lymphedema praecox,meige disease,/condition/meige-disease
Blood/lymphatic system,lymphedema with distichiasis,lymphedema-distichiasis syndrome,/condition/lymphedema-distichiasis-syndrome
Blood/lymphatic system,m-cm,megalencephaly-capillary malformation syndrome,/condition/megalencephaly-capillary-malformation-syndrome
Blood/lymphatic system,m3 anll,acute promyelocytic leukemia,/condition/acute-promyelocytic-leukemia
Blood/lymphatic system,macrocephaly-capillary malformation syndrome,megalencephaly-capillary malformation syndrome,/condition/megalencephaly-capillary-malformation-syndrome
Blood/lymphatic system,macrocephaly cutis marmorata telangiectatica congenita,megalencephaly-capillary malformation syndrome,/condition/megalencephaly-capillary-malformation-syndrome
Blood/lymphatic system,macroglobulinemia of waldenstrom,waldenström macroglobulinemia,/condition/waldenstrom-macroglobulinemia
Blood/lymphatic system,majeed syndrome,,/condition/majeed-syndrome
Blood/lymphatic system,male turner syndrome,noonan syndrome,/condition/noonan-syndrome
Blood/lymphatic system,marchiafava-micheli syndrome,paroxysmal nocturnal hemoglobinuria,/condition/paroxysmal-nocturnal-hemoglobinuria
Blood/lymphatic system,mcap,megalencephaly-capillary malformation syndrome,/condition/megalencephaly-capillary-malformation-syndrome
Blood/lymphatic system,mcleod neuroacanthocytosis syndrome,,/condition/mcleod-neuroacanthocytosis-syndrome
Blood/lymphatic system,mcmtc,megalencephaly-capillary malformation syndrome,/condition/megalencephaly-capillary-malformation-syndrome
Blood/lymphatic system,mediterranean anemia,beta thalassemia,/condition/beta-thalassemia
Blood/lymphatic system,mef,familial mediterranean fever,/condition/familial-mediterranean-fever
Blood/lymphatic system,megalencephaly-capillary malformation syndrome,,/condition/megalencephaly-capillary-malformation-syndrome
Blood/lymphatic system,megalencephaly cutis marmorata telangiectatica congenita,megalencephaly-capillary malformation syndrome,/condition/megalencephaly-capillary-malformation-syndrome
Blood/lymphatic system,megaloblastic anemia 1,imerslund-gräsbeck syndrome,/condition/imerslund-grasbeck-syndrome
Blood/lymphatic system,meige disease,,/condition/meige-disease
Blood/lymphatic system,"methemoglobinemia, beta-globin type",,/condition/methemoglobinemia-beta-globin-type
Blood/lymphatic system,mic-cap syndrome,microcephaly-capillary malformation syndrome,/condition/microcephaly-capillary-malformation-syndrome
Blood/lymphatic system,microangiopathic hemolytic anemia,thrombotic thrombocytopenic purpura,/condition/thrombotic-thrombocytopenic-purpura
Blood/lymphatic system,microcephaly-capillary malformation syndrome,,/condition/microcephaly-capillary-malformation-syndrome
Blood/lymphatic system,"microcytemia, beta type",beta thalassemia,/condition/beta-thalassemia
Blood/lymphatic system,microcytic anemia and hepatic iron overload,hypochromic microcytic anemia with iron overload,/condition/hypochromic-microcytic-anemia-with-iron-overload
Blood/lymphatic system,microcytic anemia with liver iron overload,hypochromic microcytic anemia with iron overload,/condition/hypochromic-microcytic-anemia-with-iron-overload
Blood/lymphatic system,microsomal triglyceride transfer protein deficiency disease,abetalipoproteinemia,/condition/abetalipoproteinemia
Blood/lymphatic system,milroy disease,,/condition/milroy-disease
Blood/lymphatic system,moschkowitz disease,thrombotic thrombocytopenic purpura,/condition/thrombotic-thrombocytopenic-purpura
Blood/lymphatic system,mucocutaneous lymph node syndrome,kawasaki disease,/condition/kawasaki-disease
Blood/lymphatic system,myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality,5q minus syndrome,/condition/5q-minus-syndrome
Blood/lymphatic system,myelodysplastic syndrome with 5q deletion,5q minus syndrome,/condition/5q-minus-syndrome
Blood/lymphatic system,myelofibrosis with myeloid metaplasia,primary myelofibrosis,/condition/primary-myelofibrosis
Blood/lymphatic system,myeloid and lymphoid neoplasms with fgfr1 abnormalities,8p11 myeloproliferative syndrome,/condition/8p11-myeloproliferative-syndrome
Blood/lymphatic system,"myeloid leukemia, acute, m3",acute promyelocytic leukemia,/condition/acute-promyelocytic-leukemia
Blood/lymphatic system,myeloid metaplasia,primary myelofibrosis,/condition/primary-myelofibrosis
Blood/lymphatic system,myh9-related disorder,,/condition/myh9-related-disorder
Blood/lymphatic system,myh9rd,myh9-related disorder,/condition/myh9-related-disorder
Blood/lymphatic system,nadh-cyb5r deficiency,autosomal recessive congenital methemoglobinemia,/condition/autosomal-recessive-congenital-methemoglobinemia
Blood/lymphatic system,nadh-cytochrome b5 reductase deficiency,autosomal recessive congenital methemoglobinemia,/condition/autosomal-recessive-congenital-methemoglobinemia
Blood/lymphatic system,nbia3,neuroferritinopathy,/condition/neuroferritinopathy
Blood/lymphatic system,neurodegeneration with brain iron accumulation 3,neuroferritinopathy,/condition/neuroferritinopathy
Blood/lymphatic system,neuroferritinopathy,,/condition/neuroferritinopathy
Blood/lymphatic system,nk-aml,cytogenetically normal acute myeloid leukemia,/condition/cytogenetically-normal-acute-myeloid-leukemia
Blood/lymphatic system,non-shiga-like toxin-associated hus,atypical hemolytic-uremic syndrome,/condition/atypical-hemolytic-uremic-syndrome
Blood/lymphatic system,non-stx-hus,atypical hemolytic-uremic syndrome,/condition/atypical-hemolytic-uremic-syndrome
Blood/lymphatic system,nonenteropathic hus,atypical hemolytic-uremic syndrome,/condition/atypical-hemolytic-uremic-syndrome
Blood/lymphatic system,nonne-milroy lymphedema,milroy disease,/condition/milroy-disease
Blood/lymphatic system,nonspherocytic hemolytic anemia due to glucose phosphate isomerase deficiency,glucose phosphate isomerase deficiency,/condition/glucose-phosphate-isomerase-deficiency
Blood/lymphatic system,noonan syndrome,,/condition/noonan-syndrome
Blood/lymphatic system,normal karyotype acute myeloid leukemia,cytogenetically normal acute myeloid leukemia,/condition/cytogenetically-normal-acute-myeloid-leukemia
Blood/lymphatic system,norum disease,complete lcat deficiency,/condition/complete-lcat-deficiency
Blood/lymphatic system,osler hemorrhagic telangiectasia syndrome,hereditary hemorrhagic telangiectasia,/condition/hereditary-hemorrhagic-telangiectasia
Blood/lymphatic system,osler-rendu disease,hereditary hemorrhagic telangiectasia,/condition/hereditary-hemorrhagic-telangiectasia
Blood/lymphatic system,osler-rendu-weber disease,hereditary hemorrhagic telangiectasia,/condition/hereditary-hemorrhagic-telangiectasia
Blood/lymphatic system,osler-vaquez disease,polycythemia vera,/condition/polycythemia-vera
Blood/lymphatic system,osler's disease,hereditary hemorrhagic telangiectasia,/condition/hereditary-hemorrhagic-telangiectasia
Blood/lymphatic system,owren disease,factor v deficiency,/condition/factor-v-deficiency
Blood/lymphatic system,parahemophilia,factor v deficiency,/condition/factor-v-deficiency
Blood/lymphatic system,"parkinsonism and dystonia with hypermanganesemia, polycythemia, and chronic liver disease","hypermanganesemia with dystonia, polycythemia, and cirrhosis",/condition/hypermanganesemia-with-dystonia-polycythemia-and-cirrhosis
Blood/lymphatic system,paroxysmal nocturnal hemoglobinuria,,/condition/paroxysmal-nocturnal-hemoglobinuria
Blood/lymphatic system,pdgfra-associated chronic eosinophilic leukemia,,/condition/pdgfra-associated-chronic-eosinophilic-leukemia
Blood/lymphatic system,pdgfrb-associated chronic eosinophilic leukemia,,/condition/pdgfrb-associated-chronic-eosinophilic-leukemia
Blood/lymphatic system,pearson marrow-pancreas syndrome,,/condition/pearson-marrow-pancreas-syndrome
Blood/lymphatic system,periodic neutropenia,cyclic neutropenia,/condition/cyclic-neutropenia
Blood/lymphatic system,peroxidase and phospholipid deficiency in eosinophils,eosinophil peroxidase deficiency,/condition/eosinophil-peroxidase-deficiency
Blood/lymphatic system,pgk deficiency,phosphoglycerate kinase deficiency,/condition/phosphoglycerate-kinase-deficiency
Blood/lymphatic system,pgk1 deficiency,phosphoglycerate kinase deficiency,/condition/phosphoglycerate-kinase-deficiency
Blood/lymphatic system,phosphoglycerate kinase deficiency,,/condition/phosphoglycerate-kinase-deficiency
Blood/lymphatic system,phytosterolaemia,sitosterolemia,/condition/sitosterolemia
Blood/lymphatic system,phytosterolemia,sitosterolemia,/condition/sitosterolemia
Blood/lymphatic system,pk deficiency,pyruvate kinase deficiency,/condition/pyruvate-kinase-deficiency
Blood/lymphatic system,pkd,pyruvate kinase deficiency,/condition/pyruvate-kinase-deficiency
Blood/lymphatic system,pkk deficiency,prekallikrein deficiency,/condition/prekallikrein-deficiency
Blood/lymphatic system,plant sterol storage disease,sitosterolemia,/condition/sitosterolemia
Blood/lymphatic system,platelet alpha granule deficiency,gray platelet syndrome,/condition/gray-platelet-syndrome
Blood/lymphatic system,platelet fibrinogen receptor deficiency,glanzmann thrombasthenia,/condition/glanzmann-thrombasthenia
Blood/lymphatic system,platelet granule defect,gray platelet syndrome,/condition/gray-platelet-syndrome
Blood/lymphatic system,polycythemia vera,,/condition/polycythemia-vera
Blood/lymphatic system,poor metabolism of clopidogrel,clopidogrel resistance,/condition/clopidogrel-resistance
Blood/lymphatic system,poor metabolism of coumarin,warfarin resistance,/condition/warfarin-resistance
Blood/lymphatic system,poor metabolism of thiopurines,thiopurine s-methyltransferase deficiency,/condition/thiopurine-s-methyltransferase-deficiency
Blood/lymphatic system,prekallikrein deficiency,,/condition/prekallikrein-deficiency
Blood/lymphatic system,presentey anomaly,eosinophil peroxidase deficiency,/condition/eosinophil-peroxidase-deficiency
Blood/lymphatic system,primary eosinophilia with chronic myeloproliferative disorder,pdgfrb-associated chronic eosinophilic leukemia,/condition/pdgfrb-associated-chronic-eosinophilic-leukemia
