gene	diseaseName	score_hpo
SRCAP	Underdeveloped nasal alae	1
SRCAP	Downturned corners of mouth	1
SRCAP	Abnormality of the clavicle	1
SRCAP	Abnormality of the voice	1
SRCAP	Brachydactyly syndrome	1
SRCAP	Camptodactyly of finger	1
SRCAP	Cognitive impairment	1
SRCAP	Malabsorption	1
SRCAP	Conductive hearing impairment	1
SRCAP	Coarctation of aorta	1
SRCAP	Trigonocephaly	1
SRCAP	Abnormality of the soft palate	1
SRCAP	Joint dislocation	1
SRCAP	Broad columella	1
SRCAP	Congenital posterior urethral valve	1
SRCAP	Hypermetropia	1
SRCAP	Abnormality of the urethra	1
SLC35A2	Hypoplasia of the corpus callosum	1
SLC35A2	Somatic mosaicism	1
SLC35A2	Coarse facial features	1
SLC35A2	Recurrent infections	1
SLC35A2	X-linked dominant inheritance	1
SLC35A2	Delayed myelination	1
SLC35A2	Global developmental delay	1
SLC35A2	Muscular hypotonia	1
SLC35A2	Wide nasal bridge	1
SLC35A2	Open mouth	1
SLC35A2	Gastroesophageal reflux	1
SLC35A2	Epileptic encephalopathy	1
SLC35A2	Thick eyebrow	1
SLC35A2	Nystagmus	1
SLC35A2	Hypsarrhythmia	1
SLC35A2	Cerebral atrophy	1
SLC35A2	Rod-cone dystrophy	1
SLC35A2	Microcephaly	1
SLC35A2	Thick vermilion border	1
SLC35A2	Seizures	1
PLEKHG5	Respiratory insufficiency due to muscle weakness	1
PLEKHG5	Distal muscle weakness	1
PLEKHG5	Spinal muscular atrophy	1
PLEKHG5	Rapidly progressive	1
PLEKHG5	Areflexia	1
PLEKHG5	Difficulty climbing stairs	1
PLEKHG5	Autosomal recessive inheritance	1
PLEKHG5	Joint contracture of the hand	1
PLEKHG5	Abnormal lower motor neuron morphology	1
PLEKHG5	Proximal muscle weakness	1
PLEKHG5	Scapuloperoneal amyotrophy	1
PLEKHG5	Waddling gait	1
PLEKHG5	Scoliosis	1
PLEKHG5	Hyperlordosis	1
PLEKHG5	EMG: neuropathic changes	1
PLEKHG5	Difficulty walking	1
PLEKHG5	Childhood onset	1
PLEKHG5	Distal amyotrophy	1
PLEKHG5	Talipes equinovarus	1
LAMB2	Proteinuria	1
LAMB2	Hemiplegia/hemiparesis	1
LAMB2	Hematuria	1
LAMB2	Areflexia	1
LAMB2	Muscular hypotonia	1
LAMB2	Abnormality of movement	1
LAMB2	Autosomal recessive inheritance	1
LAMB2	Nephrotic syndrome	1
LAMB2	Hypoproteinemia	1
LAMB2	Edema	1
LAMB2	Blindness	1
LAMB2	EEG abnormality	1
LAMB2	Hypoplasia of the iris	1
LAMB2	Hypoplasia of the ciliary body	1
LAMB2	Hypertension	1
LAMB2	Posterior lenticonus	1
LAMB2	Nystagmus	1
LAMB2	Diffuse mesangial sclerosis	1
LAMB2	Neonatal onset	1
LAMB2	Stage 5 chronic kidney disease	1
LAMB2	Hypoplasia of penis	1
LAMB2	Cataract	1
NOD2	Retinopathy	1
NOD2	Subcutaneous hemorrhage	1
NOD2	Glaucoma	1
NOD2	Hypermelanotic macule	1
NOD2	Abnormality of the salivary glands	1
NOD2	Optic atrophy	1
NOD2	Abnormality of the cranial nerves	1
NOD2	Abnormality of the ear	1
NOD2	Joint swelling	1
NOD2	Pulmonary hypertension	1
NOD2	Lymphadenopathy	1
NOD2	Skin ulcer	1
NOD2	Dilatation of the ascending aorta	1
NOD2	Skin rash	1
NOD2	Limitation of joint mobility	1
NOD2	Morphological abnormality of the central nervous system	1
NOD2	Synovitis	1
NOD2	Choroideremia	1
NOD2	Respiratory insufficiency	1
NOD2	Band keratopathy	1
NOD2	Intermittent generalized erythematous papular rash	1
NOD2	Renal neoplasm	1
NOD2	Nongranulomatous uveitis	1
NOD2	Nephropathy	1
NOD2	Uveitis	1
NOD2	Hypertension	1
NOD2	Autosomal dominant inheritance	1
NOD2	Abnormality of temperature regulation	1
NOD2	Camptodactyly of finger	1
NOD2	Ichthyosis	1
NOD2	Photophobia	1
NOD2	Splenomegaly	1
NOD2	Vasculitis	1
NOD2	Cataract	1
NOD2	Arthritis	1
NOD2	Facial palsy	1
NOD2	Renal insufficiency	1
NOD2	Abnormality of the liver	1
NOD2	Xerostomia	1
NOD2	Dry skin	1
NOD2	Iritis	1
NOD2	Cystoid macular edema	1
NOD2	Retrobulbar optic neuritis	1
NOD2	Eczema	1
NOD2	Visual impairment	1
NOD2	Anemia	1
NOD2	Arthralgia	1
NOD2	Flexion contracture of toe	1
NOD2	Abnormality of the pericardium	1
LMNA	Abnormality of the genital system	1
LMNA	Abnormality of adipose tissue	1
LMNA	Osteolysis	1
LMNA	Hypoplasia of midface	1
LMNA	Gait disturbance	1
LMNA	Abnormality of skin pigmentation	1
LMNA	Acrocyanosis	1
LMNA	Hypoplastic toenails	1
LMNA	Alopecia	1
LMNA	External ear malformation	1
LMNA	Short stature	1
LMNA	Micrognathia	1
LMNA	Congestive heart failure	1
LMNA	Skeletal dysplasia	1
LMNA	Abnormality of the voice	1
LMNA	Reduced number of teeth	1
LMNA	Premature coronary artery disease	1
LMNA	Abnormality of the fingernails	1
LMNA	Generalized osteoporosis with pathologic fractures	1
LMNA	Reduced bone mineral density	1
LMNA	Lack of skin elasticity	1
LMNA	Arthralgia	1
LMNA	Abnormality of the fontanelles or cranial sutures	1
LMNA	Nephrosclerosis	1
LMNA	Thin skin	1
LMNA	Thin vermilion border	1
LMNA	Proptosis	1
LMNA	Coronary artery disease	1
LMNA	Malar flattening	1
LMNA	Short distal phalanx of finger	1
LMNA	Convex nasal ridge	1
LMNA	Weight loss	1
LMNA	Narrow face	1
LMNA	Autosomal dominant inheritance	1
LMNA	Growth delay	1
LMNA	Myocardial infarction	1
LMNA	Prematurely aged appearance	1
LMNA	Precocious atherosclerosis	1
LMNA	Absence of subcutaneous fat	1
LMNA	Angina pectoris	1
LMNA	Abnormality of the clavicle	1
LMNA	Abnormality of the hip bone	1
LMNA	Delayed eruption of teeth	1
NSUN2	Hypertelorism	1
NSUN2	Wide nasal bridge	1
NSUN2	Short philtrum	1
NSUN2	Long face	1
NSUN2	Autosomal recessive inheritance	1
NSUN2	Elevated serum creatine phosphokinase	1
NSUN2	Microcephaly	1
NSUN2	Synophrys	1
NSUN2	Dysarthria	1
NSUN2	Global developmental delay	1
NSUN2	Pes cavus	1
NSUN2	Small for gestational age	1
NSUN2	Postnatal growth retardation	1
NSUN2	Thick eyebrow	1
NSUN2	Prominent nose	1
NSUN2	Seizures	1
NSUN2	Short chin	1
NSUN2	Blepharophimosis	1
NSUN2	Sparse hair	1
NSUN2	Prominent nasal bridge	1
NSUN2	Narrow face	1
NSUN2	Intellectual disability	1
NSUN2	Underdeveloped nasal alae	1
NSUN2	Hypotelorism	1
NSUN2	Hyperreflexia	1
NSUN2	Eczema	1
NSUN2	Short stature	1
NSUN2	Strabismus	1
NSUN2	Spasticity	1
NSUN2	Delayed speech and language development	1
NSUN2	Muscular hypotonia of the trunk	1
NSUN2	Smooth philtrum	1
NSUN2	Achilles tendon contracture	1
NSUN2	Telecanthus	1
THOC2	Cerebellar hypoplasia	1
THOC2	Microcephaly	1
THOC2	Short stature	1
THOC2	Intellectual disability	1
THOC2	Muscular hypotonia	1
THOC2	Truncal obesity	1
THOC2	Tremor	1
THOC2	Microphallus	1
THOC2	Gait disturbance	1
SLC22A5	Decreased carnitine level in liver	1
SLC22A5	Endocardial fibroelastosis	1
SLC22A5	Elevated hepatic transaminases	1
SLC22A5	Encephalopathy	1
SLC22A5	Lethargy	1
SLC22A5	Muscle weakness	1
SLC22A5	Recurrent hypoglycemia	1
SLC22A5	Hepatomegaly	1
SLC22A5	Cardiomegaly	1
SLC22A5	Hyperammonemia	1
SLC22A5	Failure to thrive	1
SLC22A5	Vomiting	1
SLC22A5	Decreased plasma carnitine	1
SLC22A5	Muscular hypotonia	1
SLC22A5	Somnolence	1
SLC22A5	Confusion	1
SLC22A5	Myopathy	1
SLC22A5	Coma	1
SLC22A5	Reduced muscle carnitine level	1
SLC22A5	Hypertrophic cardiomyopathy	1
SLC22A5	Hepatic steatosis	1
SLC22A5	Congestive heart failure	1
SLC22A5	Autosomal recessive inheritance	1
SLC22A5	Impaired gluconeogenesis	1
HCRT	Hypnopompic hallucinations	1
HCRT	Hypnagogic hallucinations	1
HCRT	Cataplexy	1
HCRT	Paroxysmal drowsiness	1
HCRT	Excessive daytime sleepiness	1
HCRT	Heterogeneous	1
HCRT	Autosomal dominant inheritance	1
HCRT	Narcolepsy	1
HCRT	Abnormal rapid eye movement (REM) sleep	1
AR	X-linked recessive inheritance	1
AR	Perineal hypospadias	1
VARS2	Muscular hypotonia	1
VARS2	Ataxia	1
VARS2	Progressive external ophthalmoplegia	1
VARS2	Global developmental delay	1
VARS2	Ptosis	1
VARS2	Microcephaly	1
VARS2	Seizures	1
VARS2	Abnormal facial shape	1
COL9A2	Short palm	1
COL9A2	Flattened epiphysis	1
COL9A2	Autosomal dominant inheritance	1
COL9A2	Knee osteoarthritis	1
COL9A2	Epiphyseal dysplasia	1
COL9A2	Irregular epiphyses	1
COL9A2	Waddling gait	1
COL9A2	Mild short stature	1
COL9A2	Genu varum	1
INPP5E	Ptosis	1
INPP5E	Oculomotor apraxia	1
INPP5E	Hepatic fibrosis	1
INPP5E	Highly arched eyebrow	1
INPP5E	Renal cyst	1
INPP5E	Hyperactivity	1
INPP5E	Molar tooth sign on MRI	1
INPP5E	Abnormality of saccadic eye movements	1
INPP5E	Epicanthus	1
INPP5E	Episodic tachypnea	1
INPP5E	Retinal dystrophy	1
INPP5E	Chorioretinal coloboma	1
INPP5E	Global developmental delay	1
INPP5E	Dysgenesis of the cerebellar vermis	1
INPP5E	Neonatal breathing dysregulation	1
INPP5E	Autosomal recessive inheritance	1
INPP5E	Impaired smooth pursuit	1
INPP5E	Macroglossia	1
INPP5E	Low-set ears	1
INPP5E	Heterogeneous	1
INPP5E	Protruding tongue	1
INPP5E	Aggressive behavior	1
INPP5E	Macrocephaly	1
INPP5E	Prominent forehead	1
INPP5E	Intellectual disability	1
INPP5E	Muscular hypotonia	1
INPP5E	Retinal dysplasia	1
INPP5E	Brainstem dysplasia	1
INPP5E	Anteverted nares	1
INPP5E	Central apnea	1
INPP5E	Cerebellar vermis hypoplasia	1
INPP5E	Hypoplasia of the brainstem	1
INPP5E	Agenesis of cerebellar vermis	1
INPP5E	Enlarged fossa interpeduncularis	1
INPP5E	Occipital myelomeningocele	1
INPP5E	Elongated superior cerebellar peduncle	1
INPP5E	Phenotypic variability	1
INPP5E	Postaxial hand polydactyly	1
INPP5E	Ataxia	1
INPP5E	Self-mutilation	1
INPP5E	Optic nerve coloboma	1
INPP5E	Abnormality of the foot	1
INPP5E	Hemifacial spasm	1
INPP5E	Triangular-shaped open mouth	1
ECM1	Hallucinations	1
ECM1	Cerebral calcification	1
ECM1	Aplasia/Hypoplasia of the tongue	1
ECM1	Verrucae	1
ECM1	Autosomal recessive inheritance	1
ECM1	Abnormality of the skin	1
ECM1	Atypical scarring of skin	1
ECM1	Bilateral intracranial calcifications	1
ECM1	Paranoia	1
ECM1	Pustule	1
ECM1	Abnormal hair quantity	1
ECM1	Seizures	1
ECM1	Acne	1
ECM1	Recurrent respiratory infections	1
ECM1	Aggressive behavior	1
ECM1	Feeding difficulties in infancy	1
ECM1	Hyperkeratosis	1
ECM1	Patchy alopecia	1
ECM1	Thick lower lip vermilion	1
ECM1	Abnormality of the eye	1
ECM1	Abnormal blistering of the skin	1
ECM1	Nasal polyposis	1
ECM1	Hoarse voice	1
ECM1	Memory impairment	1
ECM1	Abnormality of the voice	1
CLN8	Curvilinear intracellular accumulation of autofluorescent lipopigment storage material	1
CLN8	Ataxia	1
CLN8	Developmental regression	1
CLN8	Seizures	1
CLN8	Cerebral atrophy	1
CLN8	Cerebellar atrophy	1
CLN8	Increased neuronal autofluorescent lipopigment	1
CLN8	EEG abnormality	1
CLN8	Myoclonus	1
CLN8	Delayed speech and language development	1
CLN8	Autosomal recessive inheritance	1
CLN8	Progressive visual loss	1
NLGN4X	Seizures	1
NLGN4X	EEG abnormality	1
NLGN4X	Intellectual disability	1
NLGN4X	Lack of spontaneous play	1
NLGN4X	Multifactorial inheritance	1
NLGN4X	Stereotypic behavior	1
NLGN4X	Delayed speech and language development	1
NLGN4X	Sporadic	1
NLGN4X	Lack of peer relationships	1
NLGN4X	Childhood onset	1
NLGN4X	Impaired use of nonverbal behaviors	1
NLGN4X	Inflexible adherence to routines or rituals	1
NLGN4X	Restrictive behavior	1
NLGN4X	Autism	1
NLGN4X	X-linked inheritance	1
NLGN4X	Increased serum serotonin	1
SRD5A3	Bulbous nose	1
SRD5A3	Motor delay	1
SRD5A3	Elbow flexion contracture	1
SRD5A3	Thoracic kyphosis	1
SRD5A3	Wide nasal bridge	1
SRD5A3	Intellectual disability, severe	1
SRD5A3	Iris coloboma	1
SRD5A3	Knee flexion contracture	1
SRD5A3	Capillary hemangiomas	1
SRD5A3	Cataract	1
SRD5A3	Thick lower lip vermilion	1
SRD5A3	Intellectual disability, progressive	1
SRD5A3	Autosomal recessive inheritance	1
EDN3	White eyelashes	1
EDN3	Autosomal dominant inheritance	1
EDN3	Premature graying of hair	1
EDN3	Hypopigmented skin patches	1
EDN3	Aganglionic megacolon	1
EDN3	Heterogeneous	1
EDN3	Autosomal recessive inheritance	1
EDN3	Heterochromia iridis	1
EDN3	White forelock	1
EDN3	Sensorineural hearing impairment	1
EDN3	Blue irides	1
EDN3	White eyebrow	1
BCOR	Long face	1
BCOR	Glaucoma	1
BCOR	Hypothyroidism	1
BCOR	Septate vagina	1
BCOR	Anophthalmia	1
BCOR	Patent ductus arteriosus	1
BCOR	Cubitus valgus	1
BCOR	Feeding difficulties in infancy	1
BCOR	Sensorineural hearing impairment	1
BCOR	Spastic paraparesis	1
BCOR	Delayed eruption of teeth	1
BCOR	Pulmonic stenosis	1
BCOR	Motor delay	1
BCOR	Broad nasal tip	1
BCOR	Phthisis bulbi	1
BCOR	Decreased body weight	1
BCOR	Aplasia/Hypoplasia of the thumb	1
BCOR	Aplasia/Hypoplasia affecting the eye	1
BCOR	Microcephaly	1
BCOR	Abnormality of the cardiac septa	1
BCOR	Intellectual disability, mild	1
BCOR	Ventricular septal defect	1
BCOR	Congenital cataract	1
BCOR	Single median maxillary incisor	1
BCOR	X-linked dominant inheritance	1
BCOR	Retinal detachment	1
BCOR	Exotropia	1
BCOR	Talipes equinovarus	1
BCOR	Oligodontia	1
BCOR	Abnormality of the mitral valve	1
BCOR	Submucous cleft hard palate	1
BCOR	Camptodactyly of toe	1
BCOR	Short stature	1
BCOR	Midline defect of the nose	1
BCOR	Bifid uvula	1
BCOR	Mitral valve prolapse	1
BCOR	Dental malocclusion	1
BCOR	Prominent nasal bridge	1
BCOR	Cataract	1
BCOR	Aortic valve stenosis	1
BCOR	Clinodactyly of the 5th finger	1
BCOR	Hand clenching	1
BCOR	Abnormality of the pulmonary valve	1
BCOR	Double outlet right ventricle	1
BCOR	Persistent hyperplastic primary vitreous	1
BCOR	Fused teeth	1
BCOR	Narrow face	1
BCOR	Long philtrum	1
BCOR	Genu valgum	1
BCOR	Highly arched eyebrow	1
BCOR	Scoliosis	1
BCOR	Hypospadias	1
BCOR	Asymmetry of the ears	1
BCOR	Hammertoe	1
BCOR	Radioulnar synostosis	1
BCOR	Ectopia lentis	1
BCOR	Cleft palate	1
BCOR	Cryptorchidism	1
BCOR	Hypoplasia of the corpus callosum	1
BCOR	Seizures	1
BCOR	Umbilical hernia	1
BCOR	Bifid nasal tip	1
BCOR	Microcornea	1
BCOR	Blepharophimosis	1
BCOR	Adrenal insufficiency	1
BCOR	Flexion contracture	1
BCOR	Atria septal defect	1
BCOR	Thick eyebrow	1
BCOR	Increased number of teeth	1
BCOR	Reduced number of teeth	1
BCOR	Posteriorly rotated ears	1
BCOR	Ptosis	1
BCOR	Persistence of primary teeth	1
BCOR	Visual loss	1
BCOR	Toe syndactyly	1
BCOR	2-3 toe syndactyly	1
BCOR	Cognitive impairment	1
BCOR	Iris coloboma	1
BCOR	Intestinal malrotation	1
BCOR	Microphthalmia	1
BCOR	Dextrocardia	1
BCOR	Laterally curved eyebrow	1
CHMP2B	Respiratory insufficiency due to muscle weakness	1
CHMP2B	Rapidly progressive	1
CHMP2B	Fasciculations	1
CHMP2B	Adult onset	1
CHMP2B	Skeletal muscle atrophy	1
CHMP2B	Bulbar signs	1
CHMP2B	Frontotemporal dementia	1
CHMP2B	Brisk reflexes	1
CHMP2B	Hyporeflexia	1
CHMP2B	Autosomal dominant inheritance	1
CHMP2B	Dysphagia	1
CHMP2B	Areflexia	1
CHMP2B	Dysarthria	1
CHMP2B	Babinski sign	1
CHMP2B	Amyotrophic lateral sclerosis	1
ACTN2	Autosomal dominant inheritance	1
ACTN2	Dilated cardiomyopathy	1
ACTN2	Atrial fibrillation	1
ACTN2	Left ventricular hypertrophy	1
ACTN2	Endocardial fibroelastosis	1
ACTN2	Atrioventricular block	1
ACTN2	Cardiac arrest	1
ACTN2	Endocardial fibrosis	1
SLC9A6	Global developmental delay	1
SLC9A6	Cerebellar atrophy	1
SLC9A6	Happy demeanor	1
SLC9A6	Narrow face	1
SLC9A6	Pectus excavatum	1
SLC9A6	Macrotia	1
SLC9A6	Absent speech	1
SLC9A6	Skeletal muscle atrophy	1
SLC9A6	Slender finger	1
SLC9A6	Aplasia/Hypoplasia of the corpus callosum	1
SLC9A6	Long nose	1
SLC9A6	Flexion contracture	1
SLC9A6	Joint hypermobility	1
SLC9A6	Strabismus	1
SLC9A6	Intellectual disability, severe	1
SLC9A6	Urinary incontinence	1
SLC9A6	Mandibular prognathia	1
SLC9A6	Narrow chest	1
SLC9A6	Autism	1
SLC9A6	Abnormality of the foot	1
SLC9A6	Decreased body weight	1
SLC9A6	Feeding difficulties in infancy	1
SLC9A6	Mutism	1
SLC9A6	Open mouth	1
SLC9A6	Nystagmus	1
SLC9A6	Muscular hypotonia	1
SLC9A6	Ophthalmoparesis	1
SLC9A6	Adducted thumb	1
SLC9A6	Neurological speech impairment	1
SLC9A6	Cerebral cortical atrophy	1
SLC9A6	Drooling	1
SLC9A6	Ventriculomegaly	1
SLC9A6	Gait disturbance	1
SLC9A6	Incoordination	1
SLC9A6	Thick eyebrow	1
SLC9A6	Photosensitive tonic-clonic seizures	1
SLC9A6	Cognitive impairment	1
SLC9A6	Hyperkinesis	1
SLC9A6	X-linked dominant inheritance	1
SLC9A6	Dysphagia	1
SLC9A6	Long face	1
SLC9A6	Intellectual disability, progressive	1
SLC9A6	Bowel incontinence	1
SLC9A6	Deeply set eye	1
SLC9A6	Sleep disturbance	1
SLC9A6	Neuronal loss in central nervous system	1
SLC9A6	Loss of ability to walk in first decade	1
SLC9A6	Ophthalmoplegia	1
SLC9A6	Aplasia/Hypoplasia of the cerebellum	1
SLC9A6	Microcephaly	1
SLC9A6	Seizures	1
SLC9A6	Truncal ataxia	1
SLC9A6	Arthrogryposis multiplex congenita	1
ETV1	Neoplasm	1
ETV1	Autosomal dominant inheritance	1
ETV1	Abnormality of metabolism/homeostasis	1
ABCA3	Respiratory distress	1
ABCA3	Autosomal recessive inheritance	1
ABCA3	Tachypnea	1
ABCA3	Alveolar proteinosis	1
ABCA3	Desquamative interstitial pneumonitis	1
ABCA3	Respiratory failure	1
ABCA3	Congenital onset	1
ABCA3	Heterogeneous	1
ABCA3	Apnea	1
ABCA3	Failure to thrive	1
POLR1C	Malar flattening	1
POLR1C	Micrognathia	1
POLR1C	Cleft palate	1
POLR1C	Mandibulofacial dysostosis	1
POLR1C	Autosomal recessive inheritance	1
POLR1C	Lower eyelid coloboma	1
POLR1C	Downslanted palpebral fissures	1
POLR1C	Abnormality of the outer ear	1
CITED2	Atria septal defect	1
CITED2	Autosomal dominant inheritance	1
MCCC2	Hypoglycemia	1
MCCC2	Respiratory insufficiency	1
MCCC2	Hypertonia	1
MCCC2	Abnormality of the cerebral vasculature	1
MCCC2	Muscular hypotonia	1
MCCC2	Abnormality of movement	1
MCCC2	Hyperammonemia	1
MCCC1	Hypoglycemia	1
MCCC1	Respiratory insufficiency	1
MCCC1	Hypertonia	1
MCCC1	Abnormality of the cerebral vasculature	1
MCCC1	Muscular hypotonia	1
MCCC1	Abnormality of movement	1
MCCC1	Hyperammonemia	1
GLE1	Low-set ears	1
GLE1	Abnormal anterior horn cell morphology	1
GLE1	Autosomal recessive inheritance	1
GLE1	Fetal akinesia sequence	1
GLE1	Short neck	1
GLE1	Arthrogryposis multiplex congenita	1
GLE1	Skeletal muscle atrophy	1
GLE1	Neonatal death	1
GLE1	Paucity of anterior horn motor neurons	1
SLC26A2	Talipes	1
SLC26A2	Arthralgia	1
SLC26A2	Hypoplasia of the femoral head	1
SLC26A2	Scoliosis	1
SLC26A2	Flat capital femoral epiphysis	1
SLC26A2	Multiple epiphyseal dysplasia	1
SLC26A2	Clinodactyly of the 5th finger	1
SLC26A2	Brachydactyly syndrome	1
SLC26A2	Hip dysplasia	1
SLC26A2	Epiphyseal dysplasia	1
SLC26A2	Short metacarpal	1
SLC26A2	Talipes equinovarus	1
SLC26A2	Limited elbow flexion	1
SLC26A2	Autosomal recessive inheritance	1
SLC26A2	Osteoarthritis	1
SLC26A2	Cleft palate	1
SLC26A2	Abnormality of epiphysis morphology	1
SLC26A2	Short stature	1
SLC26A2	Patellar aplasia	1
SLC26A2	Hearing abnormality	1
RARB	Autosomal dominant inheritance	1
RARB	Ventricular septal defect	1
RARB	Microphthalmia	1
RARB	Pulmonary hypoplasia	1
RARB	Wide nasal bridge	1
RARB	Anophthalmia	1
RARB	Intellectual disability	1
RARB	Micrognathia	1
RARB	Broad nasal tip	1
RARB	Cryptorchidism	1
RARB	Bicornuate uterus	1
RARB	Congenital diaphragmatic hernia	1
RARB	Hypoplastic left atrium	1
RARB	Retrognathia	1
EWSR1	Ewing's sarcoma	1
EWSR1	Somatic mutation	1
UMPS	Low-set, posteriorly rotated ears	1
UMPS	Abnormality of the toenails	1
UMPS	Hematuria	1
UMPS	Impaired T cell function	1
UMPS	Splenomegaly	1
UMPS	Poikilocytosis	1
UMPS	Orotic acid crystalluria	1
UMPS	Autosomal recessive inheritance	1
UMPS	Global developmental delay	1
UMPS	Abnormality of the upper urinary tract	1
UMPS	Wide nasal bridge	1
UMPS	Ventricular septal defect	1
UMPS	Downslanted palpebral fissures	1
UMPS	Recurrent respiratory infections	1
UMPS	Aminoaciduria	1
UMPS	Oroticaciduria	1
UMPS	Hypertelorism	1
UMPS	Anisocytosis	1
UMPS	Failure to thrive	1
UMPS	Atria septal defect	1
UMPS	Cognitive impairment	1
UMPS	Folate-unresponsive megaloblastic anemia	1
UMPS	Patent ductus arteriosus	1
UMPS	Abnormality of the hip bone	1
UMPS	Reduced orotidine 5-prime phosphate decarboxylase activity	1
UMPS	Pyrimidine-responsive megaloblastic anemia	1
AKR1C2	Cryptorchidism	1
AKR1C2	Male pseudohermaphroditism	1
AKR1C2	Sex reversal	1
AKR1C2	Ambiguous genitalia	1
AKR1C2	Autosomal recessive inheritance	1
HERC2	Seizures	1
HERC2	Intellectual disability	1
HERC2	Infantile onset	1
HERC2	Mandibular prognathia	1
HERC2	Strabismus	1
HERC2	Aggressive behavior	1
HERC2	Hyperactivity	1
HERC2	Global developmental delay	1
HERC2	Unsteady gait	1
HERC2	Narrow palate	1
HERC2	Autosomal recessive inheritance	1
HERC2	Self-mutilation	1
HERC2	Sandal gap	1
HERC2	Blue irides	1
HERC2	Muscular hypotonia	1
HERC2	Plagiocephaly	1
HBB	Abnormality of the heme biosynthetic pathway	1
HBB	Microcytic anemia	1
HBB	Splenomegaly	1
HBB	Pallor	1
HBB	Abnormality of the liver	1
MYH7	High palate	1
MYH7	Slow progression	1
MYH7	Myopathic facies	1
MYH7	Type 1 muscle fiber predominance	1
MYH7	Centrally nucleated skeletal muscle fibers	1
MYH7	Hypertrophic cardiomyopathy	1
MYH7	Dilated cardiomyopathy	1
MYH7	Elevated serum creatine phosphokinase	1
MYH7	Respiratory insufficiency	1
MYH7	EMG: myopathic abnormalities	1
MYH7	Congestive heart failure	1
MYH7	Scoliosis	1
MYH7	Autosomal recessive inheritance	1
MYH7	Scapuloperoneal amyotrophy	1
MYH7	Scapuloperoneal weakness	1
CRYBB2	Autosomal dominant inheritance	1
CRYBB2	Sutural cataract	1
CRYBB2	Congenital cataract	1
CRYBB2	Cerulean cataract	1
KCNH2	Syncope	1
KCNH2	Cardiac arrest	1
KCNH2	Autosomal dominant inheritance	1
KCNH2	Palpitations	1
KCNH2	Shortened QT interval	1
IKBKG	Ectodermal dysplasia	1
IKBKG	Recurrent infections	1
IKBKG	Osteopetrosis	1
IKBKG	Immunodeficiency	1
IKBKG	Lymphedema	1
CACNA1A	Hemiparesis	1
CACNA1A	Drowsiness	1
CACNA1A	Dysphasia	1
CACNA1A	Cerebellar atrophy	1
CACNA1A	Visual hallucinations	1
CACNA1A	Dyscalculia	1
CACNA1A	Coma	1
CACNA1A	Transient unilateral blurring of vision	1
CACNA1A	Anxiety	1
CACNA1A	Psychosis	1
CACNA1A	Autosomal dominant inheritance	1
CACNA1A	Heterogeneous	1
CACNA1A	Seizures	1
CACNA1A	Auditory hallucinations	1
CACNA1A	Ataxia	1
CACNA1A	Confusion	1
CACNA1A	Agitation	1
CACNA1A	Migraine with aura	1
CACNA1A	Fever	1
CACNA1A	Nystagmus	1
CACNA1A	Tremor	1
CACNA1A	Hemiplegia	1
DYSF	Autosomal recessive inheritance	1
DYSF	Heterogeneous	1
DYSF	Lower limb muscle weakness	1
DYSF	Elevated serum creatine phosphokinase	1
DYSF	Distal muscle weakness	1
DYSF	Muscular dystrophy	1
DYSF	Distal amyotrophy	1
DYSF	Decreased/absent ankle reflexes	1
DYSF	Deposits immunoreactive to beta-amyloid protein	1
DYSF	Difficulty climbing stairs	1
DYSF	Adult onset	1
DYSF	Decreased Achilles reflex	1
DYSF	Muscle fibrillation	1
CARD14	Hyperkeratosis	1
CARD14	Parakeratosis	1
FTL	Autosomal recessive inheritance	1
FTL	Autosomal dominant inheritance	1
PEX1	Neonatal hypotonia	1
PEX1	Sensorineural hearing impairment	1
PEX1	Leukodystrophy	1
PEX1	Seizures	1
PEX1	Epiphyseal stippling	1
PEX1	Rod-cone dystrophy	1
PEX1	Wide nasal bridge	1
PEX1	Delayed speech and language development	1
PEX1	Global developmental delay	1
PEX1	Renal cyst	1
PEX1	Hyperoxaluria	1
