Category,Condition,Alias,Relative Link,OtherAliases
Blood/lymphatic system,"chronic recurrent multifocal osteomyelitis, congenital dyserythropoietic anemia, and neutrophilic dermatosis",majeed syndrome,/condition/majeed-syndrome,"['chronic recurrent multifocal osteomyelitis, congenital dyserythropoietic anemia, and neutrophilic dermatosis']"
Blood/lymphatic system,cit,citrullinemia,/condition/citrullinemia,"['CIT', 'Citrullinuria']"
Blood/lymphatic system,citrullinemia,,/condition/citrullinemia,"['CIT', 'Citrullinuria']"
Blood/lymphatic system,classic distal renal tubular acidosis,slc4a1-associated distal renal tubular acidosis,/condition/slc4a1-associated-distal-renal-tubular-acidosis,"['classic distal renal tubular acidosis', 'renal tubular acidosis type I', 'RTA, classic type']"
Blood/lymphatic system,clonal eosinophilia with chronic myeloproliferative disorder,pdgfrb-associated chronic eosinophilic leukemia,/condition/pdgfrb-associated-chronic-eosinophilic-leukemia,"['atypical Philadelphia-negative chronic myeloid leukemia', 'chronic myelomonocytic leukemia', 'chronic myeloproliferative disorder with eosinophilia', 'clonal eosinophilia with chronic myeloproliferative disorder', 'primary eosinophilia with chronic myeloproliferative disorder']"
Blood/lymphatic system,clopidogrel resistance,,/condition/clopidogrel-resistance,"['CYP2C19-related poor drug metabolism', 'poor metabolism of clopidogrel', 'resistance to clopidogrel']"
Blood/lymphatic system,cn-aml,cytogenetically normal acute myeloid leukemia,/condition/cytogenetically-normal-acute-myeloid-leukemia,"['acute myelogenous leukemia with normal karyotype', 'CN-AML', 'NK-AML', 'normal karyotype acute myeloid leukemia']"
Blood/lymphatic system,complete lcat deficiency,,/condition/complete-lcat-deficiency,"['familial LCAT deficiency', 'familial lecithin-cholesterol acyltransferase deficiency', 'FLD', 'LCAT deficiency', 'lecithin acyltransferase deficiency', 'lecithin:cholesterol acyltransferase deficiency', 'Norum disease', ""Norum's disease""]"
Blood/lymphatic system,congenital afibrinogenemia,,/condition/congenital-afibrinogenemia,"['afibrinogenemia', 'familial afibrinogenemia']"
Blood/lymphatic system,congenital antithrombin iii deficiency,hereditary antithrombin deficiency,/condition/hereditary-antithrombin-deficiency,"['Antithrombin III Deficiency', 'Congenital Antithrombin III Deficiency']"
Blood/lymphatic system,congenital betalipoprotein deficiency syndrome,abetalipoproteinemia,/condition/abetalipoproteinemia,"['Abetalipoproteinemia neuropathy', 'acanthocytosis', 'Apolipoprotein B deficiency', 'Bassen-Kornzweig Syndrome', 'Betalipoprotein Deficiency Disease', 'Congenital betalipoprotein deficiency syndrome', 'Microsomal Triglyceride Transfer Protein Deficiency Disease']"
Blood/lymphatic system,congenital defect of folate absorption,hereditary folate malabsorption,/condition/hereditary-folate-malabsorption,"['congenital defect of folate absorption', 'Congenital folate malabsorption', 'Folic acid transport defect']"
Blood/lymphatic system,congenital dyserythropoietic anemia,,/condition/congenital-dyserythropoietic-anemia,"['Anemia, Dyserythropoietic, Congenital']"
Blood/lymphatic system,congenital erythrocytosis,familial erythrocytosis,/condition/familial-erythrocytosis,"['benign familial polycythemia', 'congenital erythrocytosis', 'familial polycythemia', 'hereditary erythrocytosis', 'primary familial polycythemia']"
Blood/lymphatic system,congenital erythroid hypoplastic anemia,diamond-blackfan anemia,/condition/diamond-blackfan-anemia,"['Aase-Smith syndrome II', 'Aase syndrome', 'BDA', 'BDS', 'Blackfan Diamond anemia', 'Blackfan-Diamond disease', 'Blackfan-Diamond syndrome', 'chronic congenital agenerative anemia', 'congenital erythroid hypoplastic anemia', 'congenital hypoplastic anemia of Blackfan and Diamond', 'congenital pure red cell anemia', 'congenital pure red cell aplasia', 'DBA', 'erythrogenesis imperfecta', 'hypoplastic congenital anemia', 'inherited erythroblastopenia', 'pure hereditary red cell aplasia']"
Blood/lymphatic system,congenital familial lymphedema,milroy disease,/condition/milroy-disease,"['congenital familial lymphedema', 'hereditary lymphedema type I', ""Milroy's disease"", 'Nonne-Milroy lymphedema']"
Blood/lymphatic system,congenital folate malabsorption,hereditary folate malabsorption,/condition/hereditary-folate-malabsorption,"['congenital defect of folate absorption', 'Congenital folate malabsorption', 'Folic acid transport defect']"
Blood/lymphatic system,congenital hypoplastic anemia of blackfan and diamond,diamond-blackfan anemia,/condition/diamond-blackfan-anemia,"['Aase-Smith syndrome II', 'Aase syndrome', 'BDA', 'BDS', 'Blackfan Diamond anemia', 'Blackfan-Diamond disease', 'Blackfan-Diamond syndrome', 'chronic congenital agenerative anemia', 'congenital erythroid hypoplastic anemia', 'congenital hypoplastic anemia of Blackfan and Diamond', 'congenital pure red cell anemia', 'congenital pure red cell aplasia', 'DBA', 'erythrogenesis imperfecta', 'hypoplastic congenital anemia', 'inherited erythroblastopenia', 'pure hereditary red cell aplasia']"
Blood/lymphatic system,congenital methemoglobinemia,"methemoglobinemia, beta-globin type",/condition/methemoglobinemia-beta-globin-type,"['blue baby syndrome', 'congenital methemoglobinemia', 'hemoglobin M disease']"
Blood/lymphatic system,congenital methemoglobinemia due to nadh-cytochrome b5 reductase 3 deficiency,autosomal recessive congenital methemoglobinemia,/condition/autosomal-recessive-congenital-methemoglobinemia,"['chronic familial methemoglobin reductase deficiency', 'congenital methemoglobinemia due to NADH-cytochrome b5 reductase 3 deficiency', 'congenital NADH-methemoglobin reductase deficiency', 'cytochrome b5 reductase deficiency', 'deficiency of cytochrome-b5 reductase', 'diaphorase deficiency', 'NADH-CYB5R deficiency', 'NADH-cytochrome b5 reductase deficiency']"
Blood/lymphatic system,congenital nadh-methemoglobin reductase deficiency,autosomal recessive congenital methemoglobinemia,/condition/autosomal-recessive-congenital-methemoglobinemia,"['chronic familial methemoglobin reductase deficiency', 'congenital methemoglobinemia due to NADH-cytochrome b5 reductase 3 deficiency', 'congenital NADH-methemoglobin reductase deficiency', 'cytochrome b5 reductase deficiency', 'deficiency of cytochrome-b5 reductase', 'diaphorase deficiency', 'NADH-CYB5R deficiency', 'NADH-cytochrome b5 reductase deficiency']"
Blood/lymphatic system,congenital prekallikrein deficiency,prekallikrein deficiency,/condition/prekallikrein-deficiency,"['congenital prekallikrein deficiency', 'Fletcher factor deficiency', 'Fletcher trait', 'PKK deficiency']"
Blood/lymphatic system,congenital pure red cell anemia,diamond-blackfan anemia,/condition/diamond-blackfan-anemia,"['Aase-Smith syndrome II', 'Aase syndrome', 'BDA', 'BDS', 'Blackfan Diamond anemia', 'Blackfan-Diamond disease', 'Blackfan-Diamond syndrome', 'chronic congenital agenerative anemia', 'congenital erythroid hypoplastic anemia', 'congenital hypoplastic anemia of Blackfan and Diamond', 'congenital pure red cell anemia', 'congenital pure red cell aplasia', 'DBA', 'erythrogenesis imperfecta', 'hypoplastic congenital anemia', 'inherited erythroblastopenia', 'pure hereditary red cell aplasia']"
Blood/lymphatic system,congenital pure red cell aplasia,diamond-blackfan anemia,/condition/diamond-blackfan-anemia,"['Aase-Smith syndrome II', 'Aase syndrome', 'BDA', 'BDS', 'Blackfan Diamond anemia', 'Blackfan-Diamond disease', 'Blackfan-Diamond syndrome', 'chronic congenital agenerative anemia', 'congenital erythroid hypoplastic anemia', 'congenital hypoplastic anemia of Blackfan and Diamond', 'congenital pure red cell anemia', 'congenital pure red cell aplasia', 'DBA', 'erythrogenesis imperfecta', 'hypoplastic congenital anemia', 'inherited erythroblastopenia', 'pure hereditary red cell aplasia']"
Blood/lymphatic system,congenital sideroblastic anaemia,x-linked sideroblastic anemia,/condition/x-linked-sideroblastic-anemia,"['Anemia, hereditary sideroblastic', 'Anemia, sex-linked hypochromic sideroblastic', 'ANH1', 'Congenital sideroblastic anaemia', 'Erythroid 5-aminolevulinate synthase deficiency', 'Hereditary iron-loading anemia', 'X chromosome-linked sideroblastic anemia', 'X-linked pyridoxine-responsive sideroblastic anemia', 'XLSA']"
Blood/lymphatic system,congenital spherocytic hemolytic anemia,hereditary spherocytosis,/condition/hereditary-spherocytosis,"['congenital spherocytic hemolytic anemia', 'congenital spherocytosis', 'HS', 'spherocytic anemia', 'spherocytosis, type 1']"
Blood/lymphatic system,congenital spherocytosis,hereditary spherocytosis,/condition/hereditary-spherocytosis,"['congenital spherocytic hemolytic anemia', 'congenital spherocytosis', 'HS', 'spherocytic anemia', 'spherocytosis, type 1']"
Blood/lymphatic system,congenital stuart factor deficiency,factor x deficiency,/condition/factor-x-deficiency,"['congenital Stuart factor deficiency', 'F10 deficiency', 'Stuart-Prower factor deficiency']"
Blood/lymphatic system,core binding factor acute myeloid leukemia,,/condition/core-binding-factor-acute-myeloid-leukemia,"['CBF acute myeloid leukemia', 'CBF-AML', 'core-binding factor AML']"
Blood/lymphatic system,coumadin sensitivity,warfarin sensitivity,/condition/warfarin-sensitivity,"['coumadin sensitivity', 'warfarin response']"
Blood/lymphatic system,coumarin resistance,warfarin resistance,/condition/warfarin-resistance,"['coumarin resistance', 'poor metabolism of coumarin']"
Blood/lymphatic system,cyclic neutropenia,,/condition/cyclic-neutropenia,"['cyclic hematopoesis', 'cyclic leucopenia', 'periodic neutropenia']"
Blood/lymphatic system,cyp2c19-related poor drug metabolism,clopidogrel resistance,/condition/clopidogrel-resistance,"['CYP2C19-related poor drug metabolism', 'poor metabolism of clopidogrel', 'resistance to clopidogrel']"
Blood/lymphatic system,cytochrome b5 reductase deficiency,autosomal recessive congenital methemoglobinemia,/condition/autosomal-recessive-congenital-methemoglobinemia,"['chronic familial methemoglobin reductase deficiency', 'congenital methemoglobinemia due to NADH-cytochrome b5 reductase 3 deficiency', 'congenital NADH-methemoglobin reductase deficiency', 'cytochrome b5 reductase deficiency', 'deficiency of cytochrome-b5 reductase', 'diaphorase deficiency', 'NADH-CYB5R deficiency', 'NADH-cytochrome b5 reductase deficiency']"
Blood/lymphatic system,cytogenetically normal acute myeloid leukemia,,/condition/cytogenetically-normal-acute-myeloid-leukemia,"['acute myelogenous leukemia with normal karyotype', 'CN-AML', 'NK-AML', 'normal karyotype acute myeloid leukemia']"
Blood/lymphatic system,dada2,adenosine deaminase 2 deficiency,/condition/adenosine-deaminase-2-deficiency,"['ADA2 deficiency', 'childhood-onset polyarteritis nodosa', 'DADA2', 'deficiency of ADA2', 'Sneddon syndrome']"
Blood/lymphatic system,dba,diamond-blackfan anemia,/condition/diamond-blackfan-anemia,"['Aase-Smith syndrome II', 'Aase syndrome', 'BDA', 'BDS', 'Blackfan Diamond anemia', 'Blackfan-Diamond disease', 'Blackfan-Diamond syndrome', 'chronic congenital agenerative anemia', 'congenital erythroid hypoplastic anemia', 'congenital hypoplastic anemia of Blackfan and Diamond', 'congenital pure red cell anemia', 'congenital pure red cell aplasia', 'DBA', 'erythrogenesis imperfecta', 'hypoplastic congenital anemia', 'inherited erythroblastopenia', 'pure hereditary red cell aplasia']"
Blood/lymphatic system,defect of enterocyte intrinsic factor receptor,imerslund-gräsbeck syndrome,/condition/imerslund-grasbeck-syndrome,"['defect of enterocyte intrinsic factor receptor', 'enterocyte cobalamin malabsorption', 'Imerslund-Grasbeck syndrome', 'juvenile pernicious anemia with proteinuria due to selective intestinal malabsorption of vitamin B12', 'megaloblastic anemia 1']"
Blood/lymphatic system,"deficiency, laki-lorand factor",factor xiii deficiency,/condition/factor-xiii-deficiency,"['deficiency, Laki-Lorand factor', 'deficiency of factor XIII', 'fibrin stabilizing factor deficiency']"
Blood/lymphatic system,deficiency of ada2,adenosine deaminase 2 deficiency,/condition/adenosine-deaminase-2-deficiency,"['ADA2 deficiency', 'childhood-onset polyarteritis nodosa', 'DADA2', 'deficiency of ADA2', 'Sneddon syndrome']"
Blood/lymphatic system,deficiency of cytochrome-b5 reductase,autosomal recessive congenital methemoglobinemia,/condition/autosomal-recessive-congenital-methemoglobinemia,"['chronic familial methemoglobin reductase deficiency', 'congenital methemoglobinemia due to NADH-cytochrome b5 reductase 3 deficiency', 'congenital NADH-methemoglobin reductase deficiency', 'cytochrome b5 reductase deficiency', 'deficiency of cytochrome-b5 reductase', 'diaphorase deficiency', 'NADH-CYB5R deficiency', 'NADH-cytochrome b5 reductase deficiency']"
Blood/lymphatic system,deficiency of factor xiii,factor xiii deficiency,/condition/factor-xiii-deficiency,"['deficiency, Laki-Lorand factor', 'deficiency of factor XIII', 'fibrin stabilizing factor deficiency']"
Blood/lymphatic system,deficiency of ferroxidase,aceruloplasminemia,/condition/aceruloplasminemia,"['deficiency of ferroxidase', 'familial apoceruloplasmin deficiency', 'hereditary ceruloplasmin deficiency', 'hypoceruloplasminemia', 'systemic hemosiderosis due to aceruloplasminemia']"
Blood/lymphatic system,deficiency of glucose-6-phosphate dehydrogenase,glucose-6-phosphate dehydrogenase deficiency,/condition/glucose-6-phosphate-dehydrogenase-deficiency,"['Deficiency of glucose-6-phosphate dehydrogenase', 'G6PDD', 'G6PD Deficiency', 'glucose 6 phosphate dehydrogenase deficiency']"
Blood/lymphatic system,deficiency of glutathione synthase,glutathione synthetase deficiency,/condition/glutathione-synthetase-deficiency,"['5-oxoprolinemia', '5-oxoprolinuria', 'deficiency of glutathione synthase', 'deficiency of glutathione synthetase', 'pyroglutamic acidemia', 'pyroglutamic aciduria']"
Blood/lymphatic system,deficiency of glutathione synthetase,glutathione synthetase deficiency,/condition/glutathione-synthetase-deficiency,"['5-oxoprolinemia', '5-oxoprolinuria', 'deficiency of glutathione synthase', 'deficiency of glutathione synthetase', 'pyroglutamic acidemia', 'pyroglutamic aciduria']"
Blood/lymphatic system,deficiency of glycoprotein complex iib-iiia,glanzmann thrombasthenia,/condition/glanzmann-thrombasthenia,"['deficiency of glycoprotein complex IIb-IIIa', 'deficiency of platelet fibrinogen receptor', 'Glanzmann disease', 'Glanzmann-Naegeli disorder', 'glycoprotein IIb/IIIa defect', 'hereditary hemorrhagic thrombasthenia', 'hereditary thrombasthenia', 'platelet fibrinogen receptor deficiency']"
Blood/lymphatic system,deficiency of phosphotriose isomerase,triosephosphate isomerase deficiency,/condition/triosephosphate-isomerase-deficiency,"['deficiency of phosphotriose isomerase', 'hereditary nonspherocytic hemolytic anemia due to triosephosphate isomerase deficiency', 'TPID', 'TPI deficiency', 'triose phosphate isomerase deficiency']"
Blood/lymphatic system,deficiency of platelet fibrinogen receptor,glanzmann thrombasthenia,/condition/glanzmann-thrombasthenia,"['deficiency of glycoprotein complex IIb-IIIa', 'deficiency of platelet fibrinogen receptor', 'Glanzmann disease', 'Glanzmann-Naegeli disorder', 'glycoprotein IIb/IIIa defect', 'hereditary hemorrhagic thrombasthenia', 'hereditary thrombasthenia', 'platelet fibrinogen receptor deficiency']"
Blood/lymphatic system,deficient alpha granule syndrome,gray platelet syndrome,/condition/gray-platelet-syndrome,"['BDPLT4', 'bleeding disorder, platelet-type, 4', 'deficient alpha granule syndrome', 'GPS', 'grey platelet syndrome', 'platelet alpha granule deficiency', 'platelet alpha-granule deficiency', 'platelet granule defect']"
Blood/lymphatic system,diamond-blackfan anemia,,/condition/diamond-blackfan-anemia,"['Aase-Smith syndrome II', 'Aase syndrome', 'BDA', 'BDS', 'Blackfan Diamond anemia', 'Blackfan-Diamond disease', 'Blackfan-Diamond syndrome', 'chronic congenital agenerative anemia', 'congenital erythroid hypoplastic anemia', 'congenital hypoplastic anemia of Blackfan and Diamond', 'congenital pure red cell anemia', 'congenital pure red cell aplasia', 'DBA', 'erythrogenesis imperfecta', 'hypoplastic congenital anemia', 'inherited erythroblastopenia', 'pure hereditary red cell aplasia']"
